Course Code,Course Title,Day and Time,Instructor,Session,Cr Hrs
ECON 230 LAB 1,Statistics and Data Analysis,T 2:00PM-2:50PM,Rimsha Arif,16W,4.0
ECON 230 LAB 2,Statistics and Data Analysis,T 3:30PM-4:20PM,Rimsha Arif,16W,4.0
ECON 230 LEC 2,Statistics and Data Analysis,TR 4:00PM-5:30PM,Syed Zahid Ali,16W,4.0
ECON 230 LAB 3,Statistics and Data Analysis,W 12:30PM-1:20PM,Eeman Shehzad Qureshi,16W,4.0
ECON 230 LAB 4,Statistics and Data Analysis,W 2:30PM-3:20PM,Eeman Shehzad Qureshi,16W,4.0
ECON 230 LEC 3,Statistics and Data Analysis,TR 12:00PM-1:30PM,Rabia Khan,16W,4.0
ECON 230 LAB 5,Statistics and Data Analysis,M 12:30PM-1:20PM,Eeman Shehzad Qureshi,16W,4.0
ECON 230 LAB 6,Statistics and Data Analysis,M 2:30PM-3:20PM,Eeman Shehzad Qureshi,16W,4.0
ECON 233 LEC 1,Introduction to Game Theory,TR 10:00AM-11:50AM,Lyyla Khalid,16W,4.0
ECON 233 LEC 2,Introduction to Game Theory,MW 4:00PM-5:50PM,Osama Khan,16W,4.0
MATH 232 LEC 1,Introduction to Game Theory,MW 4:00PM-5:50PM,Osama Khan,16W,4.0
ECON 240 LEC 1,Development Economics,TR 3:00PM-4:50PM,Nadia Mukhtar Sayed,16W,4.0
ECON 261 LEC 1,Principles of Finance,TR 10:00AM-11:50AM,Sheraz Latif Malik,16W,4.0
ECON 262 LEC 1,"Mathematical Applications in
Economics",MW 10:00AM-11:50AM,Mushtaq Ahmad Khan,16W,4.0
ECON 314 LEC 1,Law and Economics,MW 2:00PM-3:50PM,Syed Ali Hasanain,16W,4.0
ECON 330 LEC 1,Econometrics,MW 1:00PM-2:30PM,Adeel Tariq,16W,4.0
ECON 330 LAB 1,Econometrics,W 10:00AM-10:50AM,Yushma Umar,16W,4.0
ECON 330 LAB 2,Econometrics,W 3:00PM-3:50PM,Yushma Umar,16W,4.0
ECON 330 LEC 2,Econometrics,MW 10:00AM-11:30AM,Adeel Tariq,16W,4.0
ECON 330 LAB 3,Econometrics,M 12:00PM-12:50PM,Yushma Umar,16W,4.0
ECON 330 LAB 4,Econometrics,M 3:00PM-3:50PM,Yushma Umar,16W,4.0
ECON 330 LEC 3,Econometrics,TR 10:00AM-11:30AM,"Muhammad Farooq
Naseer",16W,4.0
ECON 330 LAB 5,Econometrics,F 12:00PM-12:50PM,Rabia Khan,16W,4.0
ECON 330 LAB 6,Econometrics,F 11:00AM-11:50AM,Rabia Khan,16W,4.0
ECON 3403 LEC 1,Managing Pakistan Economy,TR 4:30PM-6:20PM,Syed Ali Hasanain,16W,4.0
ECON 352 LEC 1,International Finance,MW 1:30PM-3:20PM,Usman Elahi,16W,4.0
ECON 3602 LEC 1,Money and Central Banking,TR 4:00PM-5:50PM,Daniyal Khan,16W,4.0
ECON 3604 LEC 1,Bank Financial Management,MW 10:00AM-11:50AM,Ahmed M. Khalid .,16W,4.0
ECON 411 LEC 1,Advanced Microeconomics,TR 10:00AM-11:50AM,Mushtaq Ahmad Khan,16W,4.0
ECON 4113 LEC 1,Introduction to Decision Theory,MW 10:00AM-11:50AM,Osama Khan,16W,4.0
ECON 414 LEC 1,Applied Microeconomics,TR 11:00AM-12:50PM,Abid Aman Burki,16W,4.0
ECON 421 LEC 1,Advanced Macroeconomics,MW 11:00AM-12:50PM,Antonio Marasco,16W,4.0
ECON 428 LEC 1,East Asian Economies,TR 10:00AM-11:50AM,Ahmed M. Khalid .,16W,4.0
ECON 441 LEC 1,Development Economics Theory,MW 10:00AM-11:50AM,Khalid Mir,16W,4.0
ECON 4410 LEC 1,Issues in Economic Policy,MW 9:00AM-10:50AM,Ijaz Nabi,16W,4.0
ECON 4414 LEC 1,Topics in Energy Economics,TR 9:00AM-10:50AM,Ayesha Ali,16W,4.0
ECON 521 LEC 1,Macroeconomic Analysis,MW 3:00PM-4:50PM,Syed Zahid Ali,16W,4.0
ECON 532 LEC 1,"Econometrics and Research
Methodology II",MW 10:00AM-11:50AM,"Muhammad Farooq
Naseer",16W,4.0
EDU 213 LEC 1,Philosophy of Education,TR 11:30AM-12:45PM,Hasham Nasir,16W,3.0
EDU 216 LEC 1,Globalization and Language,TR 10:00AM-11:15AM,Sannia Hussain,16W,3.0
EDU 220 LEC 1,"Curriculum, Teaching and Learning",TR 2:00PM-3:15PM,Ayesha Husain,16W,3.0
EDU 224 LEC 1,"Theories of Child and Adolescent
Development in Education",MW 11:30AM-12:45PM,Fizza Suhail,16W,3.0
EDU 225 LEC 1,Motivation and Learning,MW 10:00AM-11:15AM,Aaishay Haque,16W,3.0
EDU 3102 LEC 1,"Exploring [Cultural] Diversity
Through the Arts in Education",MW 10:00AM-11:15AM,Razia Iram Sadik,16W,3.0
EDU 3103 SEM 1,Educational Inequalities in South Asia,W 2:00PM-4:50PM,Khansa Maria,16W,3.0
EDU 315 LEC 1,Education in the Globalized World,TR 2:00PM-3:15PM,Farah Syed,16W,3.0
EDU 3204 LEC 1,"Enhancing Inclusion: Exploring
Autism and Intellectual Disability",MW 11:30AM-12:45PM,Aaishay Haque,16W,3.0
EDU 3208 LEC 1,"Beyond the Test: Assessment for
Learning",TR 3:30PM-4:45PM,TBA,16W,3.0
EDU 3209 LEC 1,Mindfulness and Resilience,TR 11:30AM-12:45PM,Fizza Suhail,16W,3.0
EDU 3215 LEC 1,Understanding Diversity in Disability,TR 2:00PM-3:15PM,Mariam Haider,16W,3.0
EDU 3216 LEC 1,"AI and the Future of Work and
Education",TR 3:30PM-4:45PM,Jazib Zahir,16W,3.0
EDU 324 LEC 1,"Effective Teaching and Learning in
Higher Education",TR 10:00AM-11:15AM,Mariam Haider,16W,3.0
EDU 623 LEC 1,"Effective Teaching and Learning in
Higher Education",TR 10:00AM-11:15AM,Mariam Haider,16W,3.0
EDU 343 LEC 1,"Educational Leadership Beyond
Schools",MW 11:30AM-12:45PM,Mehreen Noon,16W,3.0
EDU 345 LEC 1,Practicing Leadership,MW 2:00PM-3:15PM,Hasham Nasir,16W,3.0
EDU 346 LEC 1,"Authentic Leadership and Management
for Educational Leaders",TR 11:30AM-12:45PM,TBA,16W,3.0
EDU 356 SEM 1,"Education Policy and Practice for
Development",T 8:00AM-10:50AM,Shahrman Khattak,16W,3.0
EDU 413 LEC 1,What does it mean to 'be educated'?,M 2:00PM-4:50PM,Irfan Muzaffar,16W,3.0
EDU 424 SEM 1,"Embodied Knowing: Slow looking,
Emotional Awareness and Somatic
Observation",W 2:00PM-4:50PM,Fizza Suhail,16W,3.0
EDU 528 LEC 1,"Embodied Knowing: Slow looking,
Emotional Awareness and Somatic
Observation",W 2:00PM-4:50PM,Fizza Suhail,16W,3.0
EDU 453 LEC 1,Politics of Education Reform,MW 3:30PM-4:45PM,Soufia Anis Siddiqi,16W,3.0
EDU 553 LEC 1,Politics of Education Reform,MW 3:30PM-4:45PM,Soufia Anis Siddiqi,16W,3.0
EDU 541 SEM 1,School Effectiveness and Development,M 10:00AM-12:50PM,Jessica Albrent,16W,3.0
EDU 543 SEM 1,"Essential Management Tools for
Aspiring Educational Leaders",R 10:30AM-1:20PM,Bilal Ahsan Malik,16W,3.0
EDU 561 LEC 1,Applied Data Analysis,TR 2:00PM-3:15PM,TBA,16W,3.0
EDU 562 LAB 1,Data Lab,W 10:00AM-12:50PM,Ahmad Ayub,16W,1.0
EDUX 513 LEC 1,Effective Assessment Practices,U 11:00AM-12:50PM,Jessica Albrent,16W,3.0
EDUX 541 LEC 1,School Effectiveness and Development,S 11:00AM-12:50PM,Gulab Khan,16W,3.0
EDUX 561 LEC 1,Applied Data Analysis,SU 4:00PM-5:50PM,Farah Nadeem,16W,3.0
EDUX 562 LAB 1,Data Lab,SU 9:00AM-10:50AM,Ahmad Ayub,16W,1.0
EDUX 643 LEC 1,"Contemporary Management Concepts
in Education",U 11:00AM-12:50PM,Shahrman Khattak,16W,3.0
EE 220 LEC 1,Digital Logic Circuits,TR 5:00PM-6:15PM,"Muhammad Jahangir
Ikram",16W,3.0
CS 220 LEC 1,Digital Logic Circuits,TR 5:00PM-6:15PM,"Muhammad Jahangir
Ikram",16W,3.0
EE 220L LAB 1,Digital Logic Circuits Lab,W 3:00PM-5:50PM,"Muhammad Jahangir
Ikram",16W,1.0
EE 220L LAB 2,Digital Logic Circuits Lab,T 2:00PM-4:50PM,"Muhammad Jahangir
Ikram",16W,1.0
EE 220L LAB 3,Digital Logic Circuits Lab,F 10:00AM-12:50PM,"Muhammad Jahangir
Ikram",16W,1.0
EE 220L LAB 4,Digital Logic Circuits Lab,R 2:00PM-4:50PM,"Muhammad Jahangir
Ikram",16W,1.0
EE 220L LAB 5,Digital Logic Circuits Lab,F 3:00PM-5:50PM,"Muhammad Jahangir
Ikram",16W,1.0
EE 220L LAB 6,Digital Logic Circuits Lab,M 3:00PM-5:50PM,"Muhammad Jahangir
Ikram",16W,1.0
CS 220L LEC 1,Digital Logic Circuits Lab,M 3:00PM-5:50PM,"Muhammad Jahangir
Ikram",16W,1.0
EE 241L LAB 1,Introductory Circuits Lab,M 12:00PM-5:50PM,Hassan Abbas Khan,16W,2.0
EE 241L LAB 2,Introductory Circuits Lab,W 12:00PM-5:50PM,"Muhammad Imran
Cheema",16W,2.0
EE 242 LEC 1,Circuits II,TR 9:30AM-10:45AM,Muhammad Tahir,16W,3.0
EE 3001 LEC 1,"Junior Design Studio - Electric
Vehicles",F 11:00AM-12:50PM,Hafsa Qamar,16W,3.0
EE 3001 LAB 1,"Junior Design Studio - Electric
Vehicles",F 2:30PM-5:20PM,Hafsa Qamar,16W,3.0
EE 3002 LEC 1,Junior Design Studio - Robotics,TR 4:00PM-4:50PM,Hassan Jaleel,16W,3.0
EE 3002 LAB 1,Junior Design Studio - Robotics,F 3:00PM-5:50PM,Hassan Jaleel,16W,3.0
EE 310 LEC 1,Signals and Systems,TR 11:00AM-12:15PM,Momin Ayub Uppal,16W,3.0
EE 320 LEC 1,"Computer Organization and Assembly
Language",TR 12:30PM-1:45PM,Shahid Masud,16W,4.0
EE 320 LAB 1,"Computer Organization and Assembly
Language",R 2:00PM-4:50PM,Shahid Masud,16W,4.0
CS 320 LEC 1,"Computer Organization and Assembly
Language",R 2:00PM-4:50PM,Shahid Masud,16W,4.0
EE 341 LEC 1,Microelectronic Design,MW 9:00AM-10:15AM,Muhammad Ali Siddiqi,16W,3.0
EE 356 LEC 1,"Electrical Machines and Power
Systems",MW 12:00PM-1:15PM,Nauman Ahmad Zaffar,16W,3.0
EE 356L LAB 1,"Electrical Machines and Power
Systems Lab",R 9:00AM-11:50AM,Raheel Zafar,16W,1.0
EE 356L LAB 2,"Electrical Machines and Power
Systems Lab",M 3:00PM-5:50PM,Raheel Zafar,16W,1.0
EE 356L LAB 3,"Electrical Machines and Power
Systems Lab",T 9:00AM-11:50AM,Nauman Ahmad Zaffar,16W,1.0
EE 361 LEC 1,Feedback Control Systems,TR 2:00PM-3:15PM,Hassan Jaleel,16W,3.0
EE 361L LAB 1,Feedback Control Systems Lab,W 2:00PM-4:50PM,Mudassar Ejaz,16W,1.0
EE 361L LAB 2,Feedback Control Systems Lab,W 9:00AM-11:50AM,Mudassar Ejaz,16W,1.0
EE 361L LAB 3,Feedback Control Systems Lab,M 2:00PM-4:50PM,Mudassar Ejaz,16W,1.0
EE 434 LEC 1,Principles of Optics,TR 12:30PM-1:45PM,"Muhammad Imran
Cheema",16W,3.0
EE 5313 LEC 1,Principles of Optics,TR 12:30PM-1:45PM,"Muhammad Imran
Cheema",16W,3.0
