Course Code,Course Title,Day and Time,Instructor,Session,Cr Hrs
LAW 4924 LEC 1,Prison Paralegal Clinic,TR 8:00AM-9:50AM,Maira Mumtaz,16W,4.0
MATH 001 SEM 1,Conway Seminars,M 4:00PM-4:50PM,Imran Anwar,16W,4.0
MATH 100 LEC 1,Pre-Calculus,MW 9:30AM-10:45AM,TBA,16W,3.0
MATH 101 LEC 1,Calculus I,MW 8:00AM-8:50AM,Haniya Azam,16W,3.0
MATH 101 RAC 2,Calculus I,F 9:00AM-9:50AM,TBA,16W,3.0
MATH 101 RAC 1,Calculus I,F 3:30PM-4:20PM,TBA,16W,3.0
MATH 102 LEC 1,Calculus II,MW 10:00AM-11:15AM,TBA,16W,3.0
MATH 120 LEC 1,"Linear Algebra with Differential
Equations",TR 5:30PM-6:20PM,Ali Ashher Zaidi,16W,3.0
MATH 120 RAC 1,"Linear Algebra with Differential
Equations",T 1:00PM-1:50PM,TBA,16W,3.0
MATH 120 RAC 2,"Linear Algebra with Differential
Equations",M 5:00PM-5:50PM,TBA,16W,3.0
MATH 120 LEC 2,"Linear Algebra with Differential
Equations",TR 4:00PM-4:50PM,Reza Abdolmaleki,16W,3.0
MATH 120 RAC 4,"Linear Algebra with Differential
Equations",F 9:00AM-9:50AM,TBA,16W,3.0
MATH 120 RAC 3,"Linear Algebra with Differential
Equations",W 10:00AM-10:50AM,TBA,16W,3.0
MATH 120H LEC 1,Linear Algebra I (Honours),TR 4:00PM-5:15PM,Imran Anwar,16W,3.0
MATH 205 LEC 1,Introduction to Analysis I,MW 12:30PM-1:45PM,Waqas Ali Azhar,16W,3.0
MATH 230 LEC 1,Probability,TR 2:30PM-3:45PM,Reza Abdolmaleki,16W,3.0
MATH 231 LEC 1,Statistics,MW 2:00PM-3:15PM,Omar Khawar Malik,16W,3.0
MATH 3010 LEC 1,Advanced Calculus,TR 1:00PM-2:15PM,TBA,16W,3.0
MATH 310 LEC 1,Ordinary Differential Equations,TR 4:00PM-5:15PM,Ali Ashher Zaidi,16W,3.0
MATH 320 LEC 1,Algebra I,MW 11:00AM-12:15PM,Imran Anwar,16W,3.0
MATH 401 LEC 1,Functional Analysis,MW 2:00PM-3:15PM,TBA,16W,3.0
MATH 505 w/ MATH 401,Advanced Functional Analysis,MW 2:00PM-3:15PM,TBA,16W,3.0
MATH 4013 LEC 1,Differential Geometry,MW 8:00AM-9:15AM,Shaheen Nazir,16W,3.0
MATH 5012 w/ MATH 4013,Advanced Differential Geometry,MW 8:00AM-9:15AM,Shaheen Nazir,16W,3.0
MATH 445 LEC 1,Operations Research II,MW 8:00AM-9:15AM,Kamran Rashid,16W,3.0
MATH 548 w/ MATH 445,Operational Research II,MW 8:00AM-9:15AM,Kamran Rashid,16W,3.0
MATH 449 LEC 1,Quantitative Finance,TR 3:00PM-4:30PM,Ferhana Ahmad,16W,4.0
MATH 449 LAB 1,Quantitative Finance,F 5:00PM-5:50PM,Ferhana Ahmad,16W,4.0
FINN 422 w/ MATH 449,Quantitative Finance,F 5:00PM-5:50PM,Ferhana Ahmad,16W,4.0
FINN 422 LEC 2,Quantitative Finance,TR 9:30AM-10:45AM,"Misbah Tanveer
Chaudhry",16W,4.0
FINN 422 LEC 3,Quantitative Finance,MW 8:00AM-9:15AM,Ummad Mazhar,16W,4.0
FINN 422 LEC 4,Quantitative Finance,MW 9:30AM-10:45AM,Ummad Mazhar,16W,4.0
FINN 422 LEC 5,Quantitative Finance,TR 9:30AM-10:45AM,Syed Zahid Ali,16W,4.0
FINN 422 LEC 6,Quantitative Finance,TR 11:00AM-12:15PM,Syed Zahid Ali,16W,4.0
FINN 422 LEC 7,Quantitative Finance,TR 2:00PM-3:15PM,Sana Sami,16W,4.0
FINN 422 LEC 8,Quantitative Finance,MW 2:00PM-3:15PM,Sana Sami,16W,4.0
MGMT 142 LEC 1,Principles of Management,MW 3:30PM-4:45PM,Mujeeb Rashid,16W,3.0
MGMT 142 LEC 2,Principles of Management,TR 8:00AM-9:15AM,Zainab Amir,16W,3.0
MGMT 212 LEC 1,Business Communication,TR 9:30AM-10:45AM,Mehroz Sajjad,16W,3.0
MGMT 212 LEC 2,Business Communication,TR 11:00AM-12:15PM,Mehroz Sajjad,16W,3.0
MGMT 212 LEC 3,Business Communication,MW 11:00AM-12:15PM,Anjum Fayyaz,16W,3.0
MGMT 212 LEC 4,Business Communication,MW 2:00PM-3:15PM,Anjum Fayyaz,16W,3.0
MGMT 212 LEC 5,Business Communication,MW 3:30PM-4:45PM,Anjum Fayyaz,16W,3.0
MGMT 242 LEC 1,"Business Ethics and Corporate Social
Responsibility",TR 2:00PM-3:15PM,Asif Iftikhar,16W,3.0
MGMT 242 LEC 2,"Business Ethics and Corporate Social
Responsibility",TR 3:30PM-4:45PM,Asif Iftikhar,16W,3.0
MGMT 242 LEC 3,"Business Ethics and Corporate Social
Responsibility",TR 5:00PM-6:15PM,Asif Iftikhar,16W,3.0
MGMT 243 LEC 1,Public Administration,MW 11:00AM-12:15PM,Mohsin Bashir,16W,3.0
MGMT 244 LEC 1,Reforming The Public Sector,MW 5:00PM-6:15PM,Muhammad Ajmal,16W,3.0
MGMT 247 LEC 1,Public Financial Management,TR 2:00PM-3:15PM,Sajid Siddique,16W,3.0
MGMT 252 LEC 1,Logic and Critical Thinking,MW 11:00AM-12:15PM,Razi Allah Lone,16W,3.0
MGMT 252 LEC 2,Logic and Critical Thinking,MW 12:30PM-1:45PM,Razi Allah Lone,16W,3.0
MGMT 252 LEC 3,Logic and Critical Thinking,TR 3:30PM-4:45PM,"Muhammad Shabbir
Ahsen",16W,3.0
MGMT 252 LEC 4,Logic and Critical Thinking,TR 5:00PM-6:15PM,"Muhammad Shabbir
Ahsen",16W,3.0
MGMT 252 LEC 5,Logic and Critical Thinking,MW 3:30PM-4:45PM,"Muhammad Shabbir
Ahsen",16W,3.0
MGMT 252 LEC 6,Logic and Critical Thinking,MW 5:00PM-6:15PM,"Muhammad Shabbir
Ahsen",16W,3.0
MGMT 260 LEC 1,Business Law,MW 8:00AM-9:15AM,Ali Sultan,16W,3.0
MGMT 260 LEC 2,Business Law,MW 9:30AM-10:45AM,Ali Sultan,16W,3.0
MGMT 260 LEC 3,Business Law,MW 11:00AM-12:15PM,Ali Sultan,16W,3.0
MGMT 362 LEC 1,"Rethinking Policy: Critical
Perspectives on Pakistan's Agricultural
Development",MW 9:30AM-10:45AM,Muhammad Ahsan Rana,16W,3.0
MGMT 384 LEC 1,"Entrepreneurship and Management in
the Restaurant Industry",TR 3:30PM-4:45PM,Shireen Waheed,16W,3.0
MGMT 400 LEC 1,Strategic Business Management,MW 9:30AM-10:45AM,Anjum Fayyaz,16W,3.0
MGMT 400 LEC 2,Strategic Business Management,TR 3:30PM-4:45PM,Adnan Zahid,16W,3.0
MGMT 462 LEC 1,Modern Thought in Social Policy,MW 12:30PM-1:45PM,Muhammad Ahsan Rana,16W,3.0
MGMT 481 LEC 1,Entrepreneurship,TR 5:00PM-6:15PM,Shezeen Salim Hemani,16W,3.0
MKTG 201 LEC 1,Principles of Marketing,TR 9:30AM-10:45AM,Aaminah Zaman Malik,16W,3.0
MKTG 201 LEC 2,Principles of Marketing,TR 11:00AM-12:15PM,Aaminah Zaman Malik,16W,3.0
MKTG 201 LEC 3,Principles of Marketing,MW 3:30PM-4:45PM,Komal Zain,16W,3.0
MKTG 201 LEC 4,Principles of Marketing,TR 5:00PM-6:15PM,Muhammad Asim,16W,3.0
MKTG 302 LEC 1,Digital Marketing,MW 2:00PM-3:15PM,Komal Zain,16W,3.0
MKTG 322 LEC 1,Sales Force Management,MW 2:00PM-3:15PM,"Muhammad Luqman
Awan",16W,3.0
MKTG 323 LEC 1,Channel Management,MW 3:30PM-4:45PM,"Muhammad Luqman
Awan",16W,3.0
MKTG 345 LEC 1,"Data Analytics for New Product
Development",MW 3:30PM-4:45PM,Muhammad Asim,16W,3.0
MKTG 392 LEC 1,Brand Management,TR 3:30PM-4:45PM,Moeen Naseer Butt,16W,3.0
ORSC 201 LEC 1,Organizational Behaviour,MW 3:30PM-4:45PM,"Muhammad Aneeq
Ismail",16W,3.0
ORSC 201 LEC 2,Organizational Behaviour,MW 5:00PM-6:15PM,"Muhammad Aneeq
Ismail",16W,3.0
ORSC 201 LEC 3,Organizational Behaviour,TR 9:30AM-10:45AM,"Muhammad Abdur
Rahman Malik",16W,3.0
ORSC 201 LEC 4,Organizational Behaviour,TR 11:00AM-12:15PM,"Muhammad Abdur
Rahman Malik",16W,3.0
ORSC 201 LEC 5,Organizational Behaviour,MW 9:30AM-10:45AM,Faiza Ali,16W,3.0
ORSC 341 LEC 1,Human Resource Management,MW 11:00AM-12:15PM,Faiza Ali,16W,3.0
ORSC 8101 SEM 1,Seminar in Organizational Behavior,F 8:00AM-11:00AM,Faiza Ali,16W,3.0
PHIL 212 LEC 1,Plato and Aristotle,TR 12:00PM-1:50PM,"Muhammad Shabbir
Ahsen",16W,4.0
PHIL 432 LEC 1,Mohammed Iqbal and Charles Peirce,MW 10:00AM-11:50AM,Basit Bilal Koshul,16W,4.0
PHY 104 LEC 1,Modern Physics,TR 1:00PM-2:15PM,Muhammad Faryad,16W,4.0
PHY 104 RAC 1,Modern Physics,F 5:00PM-5:50PM,Muhammad Faryad,16W,4.0
PHY 104 LEC 2,Modern Physics,MW 1:30PM-2:45PM,Muhammad Faryad,16W,4.0
PHY 104 RAC 2,Modern Physics,M 3:00PM-3:50PM,Muhammad Faryad,16W,4.0
PHY 304 LEC 1,Computational Physics,TR 3:30PM-4:45PM,Adam Zaman Chaudhry,16W,3.0
PHY 505 w/ PHY 304,Computational Physics,TR 3:30PM-4:45PM,Adam Zaman Chaudhry,16W,3.0
SCI 305 w/ PHY 304,Computational Methods,TR 3:30PM-4:45PM,Adam Zaman Chaudhry,16W,3.0
PHY 305 LEC 1,Electromagnetic Fields and Waves,MW 9:30AM-10:45AM,Aeysha Khalique,16W,3.0
EE 330 w/ PHY 305,Electromagnetic Fields and Waves,MW 9:30AM-10:45AM,Aeysha Khalique,16W,3.0
PHY 307 LEC 1,"Fundamentals of Astronomy and
Astrophysics",MW 3:30PM-4:45PM,TBA,16W,3.0
AST 302 w/ PHY 307,"Fundamentals of Astronomy and
Astrophysics",MW 3:30PM-4:45PM,TBA,16W,3.0
PHY 506 w/ PHY 307,"Fundamentals of Astronomy and
Astrophysics",MW 3:30PM-4:45PM,TBA,16W,3.0
PHY 312 LEC 1,Quantum Mechanics II,TR 9:30AM-10:45AM,Adam Zaman Chaudhry,16W,3.0
PHY 517 w/ PHY 312,Quantum Mechanics,TR 9:30AM-10:45AM,Adam Zaman Chaudhry,16W,3.0
PHY 332 LEC 1,Condensed Matter Physics,TR 11:00AM-12:15PM,Rizwan Khalid,16W,3.0
PHY 535 w/ PHY 332,Advanced Condensed Matter Physics,TR 11:00AM-12:15PM,Rizwan Khalid,16W,3.0
PHY 417 LEC 1,"Introduction to Quantum Information
Science and Technology",TR 3:30PM-4:45PM,Aeysha Khalique,16W,3.0
CS 5112 w/ PHY 417,"Introduction to Quantum Information
Science and Technology",TR 3:30PM-4:45PM,Aeysha Khalique,16W,3.0
EE 539 w/ PHY 417,"Introduction to Quantum Information
Science and Technology",TR 3:30PM-4:45PM,Aeysha Khalique,16W,3.0
PHY 612 w/ PHY 417,"Introduction to Quantum Information
Science and Technology",TR 3:30PM-4:45PM,Aeysha Khalique,16W,3.0
PHY 442 LEC 1,General Relativity,MW 3:30PM-4:45PM,Syed Moeez Hassan,16W,3.0
MATH 466 w/ PHY 442,General Relativity,MW 3:30PM-4:45PM,Syed Moeez Hassan,16W,3.0
PHY 642 w/ PHY 442,General Relativity,MW 3:30PM-4:45PM,Syed Moeez Hassan,16W,3.0
PHY 480 LAB 1,Seminars in Physics,F 10:00AM-12:50PM,Syed Moeez Hassan,16W,1.0
PHY 712 w/ PHY 480,Seminars in Physics,F 10:00AM-12:50PM,Syed Moeez Hassan,16W,1.0
PHY 539 LEC 1,Introduction to Quantum Field Theory,TR 5:00PM-6:15PM,Rizwan Khalid,16W,3.0
POL 100 LEC 1,Introduction to Political Science,MW 10:00AM-11:50AM,Asma ul-Husna Faiz,16W,4.0
POL 227 LEC 1,"The Politics of Conflict and
Intervention in Afghanistan",MW 2:00PM-3:50PM,Shahab Ud Din Ahmad,16W,4.0
POL 2313 LEC 1,Civil Society and Social Movements,TR 12:00PM-1:50PM,"Hafiz Muhammad
Salman Rafi",16W,4.0
POL 320 LEC 1,Comparative Politics,MW 9:00AM-10:50AM,Anam Siddiq Kuraishi,16W,4.0
POL 320 LEC 2,Comparative Politics,MW 12:00PM-1:50PM,Anam Siddiq Kuraishi,16W,4.0
POL 322 LEC 1,Politics of India,MW 2:00PM-3:50PM,Mohammad Waseem,16W,4.0
POL 328 LEC 1,Politics of Pakistan,TR 4:00PM-5:50PM,Taimur Rahman,16W,4.0
POL 331 LEC 1,Pakistan's Foreign Relations,TR 10:00AM-11:50AM,Shahid Malik,16W,4.0
POL 364 LEC 1,Quantitative Research Method,TR 12:00PM-1:50PM,"Muhammad Hamza
Iftikhar",16W,4.0
POL 373 LEC 1,State and Sovereignty,MW 10:00AM-11:50AM,Shahab Ud Din Ahmad,16W,4.0
POL 375 LEC 1,Foreign Policy Analysis,MW 12:00PM-1:50PM,Younis Sarwer,16W,4.0
POL 376 LEC 1,Politics of International Economy,MW 4:00PM-5:50PM,Younis Sarwer,16W,4.0
PSY 100 LEC 1,"Introduction to Psychology and Human
Behavior",MW 3:30PM-5:20PM,Arman Ashraf,16W,4.0
PSY 100 LEC 2,"Introduction to Psychology and Human
Behavior",TR 4:30PM-6:20PM,Yasser Hashmi,16W,4.0
PSY 100 LEC 3,"Introduction to Psychology and Human
Behavior",TR 10:00AM-11:50AM,Imran Rashid,16W,4.0
PSY 100 LEC 4,"Introduction to Psychology and Human
Behavior",TR 4:30PM-6:20PM,Natasha Sohail Barlas,16W,4.0
PSY 220 LEC 1,Psychopathology,TR 12:00PM-1:50PM,"Muhammad Azam
Khalid",16W,4.0
PSY 224 LEC 1,Counseling and Psychotherapy,MW 3:00PM-4:50PM,Humair Yusuf,16W,4.0
PSY 232 LEC 1,Theories of Personality,TR 2:00PM-3:50PM,Imran Rashid,16W,4.0
PSY 309 LEC 1,Human Memory,TR 12:00PM-1:50PM,Yasser Hashmi,16W,4.0
PSY 316 LEC 1,"Mind Matters: The Psychology of
Intelligence and AI",TR 2:30PM-4:20PM,Natasha Sohail Barlas,16W,4.0
CS 326 w/ PSY 316,"Mind Matters: The Psychology of
Intelligence and AI",TR 2:30PM-4:20PM,Natasha Sohail Barlas,16W,4.0
PSY 325 LEC 1,"Positive Psychology and The Pursuit of
Happiness",MW 8:00AM-9:50AM,Arman Ashraf,16W,4.0
REL 432 LEC 1,Islamic Modernism in Pakistan,MW 4:00PM-5:50PM,Asif Iftikhar,16W,4.0
SCI 203 LEC 1,Air Pollution,MW 11:00AM-12:15PM,Shahana Khurshid,16W,3.0
ENV 237 w/ SCI 203,Air Pollution,MW 11:00AM-12:15PM,Shahana Khurshid,16W,3.0
SCI 205 LEC 1,Modeling the Environment,TR 2:30PM-3:45PM,Talha Manzoor,16W,3.0
ENV 244 w/ SCI 205,Modeling the Environment,TR 2:30PM-3:45PM,Talha Manzoor,16W,3.0
SCI 210 LEC 1,Energy and Information,MW 8:00AM-9:15AM,Walther Schwarzacher,16W,3.0
SCRM 6201 LEC 1,Logistics Management,FSU 4:15PM-6:15PM,"Sheikh Attique Ur
Rehman",16W,3.0
SCRM 6202 LEC 1,Supply Management,FSU 10:45AM-12:45PM,"Muhammad Shakeel
Sadiq Jajja",16W,3.0
SCRM 6301 LEC 1,Retailing Strategy and Operations,FSU 8:30AM-10:30AM,Hassan Rauf Chaudhry,16W,3.0
SOC 100 LEC 1,Introduction to Sociology,MW 2:00PM-3:50PM,Amen Jaffer,16W,4.0
SOC 100 LEC 2,Introduction to Sociology,TR 2:00PM-3:50PM,Tania Saeed,16W,4.0
SOC 243 LEC 1,Politics of Class and Markets,TR 2:00PM-3:50PM,Umair Javed,16W,4.0
POL 244 w/ SOC 243,The Politics of Class and Markets,TR 2:00PM-3:50PM,Umair Javed,16W,4.0
SOC 244 LEC 1,"Language, Culture, and Society",TR 12:00PM-1:50PM,Aftab Nasir,16W,4.0
SOC 265 LEC 1,"Introduction to Gender and Sexuality
Studies",TR 4:00PM-5:50PM,Nida Yasmeen Kirmani,16W,4.0
GSS 210 w/ SOC 265,"Introduction to Gender and Sexuality
Studies",TR 4:00PM-5:50PM,Nida Yasmeen Kirmani,16W,4.0
SOC 320 LEC 1,Quantitative Research Methods,TR 4:00PM-5:50PM,Maryam Ibrahim,16W,4.0
ENV 336 w/ SOC 346,The Politics of Resources,TR 4:00PM-5:50PM,Maryam Ibrahim,16W,4.0
POL 378 w/ SOC 346,The Politics of Resources,TR 4:00PM-5:50PM,Maryam Ibrahim,16W,4.0
SOC 383 LEC 1,"Racism, Migration and Displacement",TR 8:00AM-9:50AM,Ali Nobil Ahmad,16W,4.0
SOC 463 LEC 1,"Spatial Politics and Citizenship in
Urban Lives",MW 10:00AM-11:50AM,Amen Jaffer,16W,4.0
SOC 465 LEC 1,Gender and the City in South Asia,MW 2:30PM-4:20PM,Nida Yasmeen Kirmani,16W,4.0
ENV 443 w/ SOC 465,Gender and the City in South Asia,MW 2:30PM-4:20PM,Nida Yasmeen Kirmani,16W,4.0
GSS 415 w/ SOC 465,Gender and the City in South Asia,MW 2:30PM-4:20PM,Nida Yasmeen Kirmani,16W,4.0
SS 100 LEC 1,Writing and Communication,MW 2:00PM-3:50PM,Afsheen Salahuddin,16W,4.0
SS 100 LEC 2,Writing and Communication,MW 10:00AM-11:50AM,Aneeqa Mazhar Wattoo,16W,4.0
SS 100 LEC 3,Writing and Communication,MW 9:30AM-11:20AM,"Muhammad Hashim
Kaleem Bhatti",16W,4.0
SS 100 LEC 4,Writing and Communication,MW 11:30AM-1:20PM,Huda Imtiaz,16W,4.0
SS 100 LEC 5,Writing and Communication,MW 12:00PM-1:50PM,Afsheen Salahuddin,16W,4.0
SS 100 LEC 6,Writing and Communication,MW 11:00AM-12:50PM,Syed Javed Nazir,16W,4.0
SS 100 LEC 7,Writing and Communication,TR 4:00PM-5:50PM,Sana Mohsin,16W,4.0
SS 100 LEC 8,Writing and Communication,MW 12:00PM-1:50PM,"Syeda Habibah Hussain
Rizvi",16W,4.0
SS 100 LEC 9,Writing and Communication,TR 9:00AM-10:50AM,Zainab Sattar,16W,4.0
SS 100 LEC 10,Writing and Communication,TR 10:30AM-12:20PM,Farhana Shahzad,16W,4.0
SS 100 LEC 11,Writing and Communication,TR 3:30PM-5:20PM,Aamna Khalid,16W,4.0
SS 100 LEC 12,Writing and Communication,TR 10:00AM-11:50AM,Mahrukh Baig,16W,4.0
SS 100 LEC 13,Writing and Communication,MW 4:00PM-5:50PM,Sana Mohsin,16W,4.0
SS 100 LEC 14,Writing and Communication,MW 3:00PM-4:50PM,Farhana Shahzad,16W,4.0
SS 100 LEC 15,Writing and Communication,MW 1:00PM-2:50PM,Anam Hassan,16W,4.0
SS 100 LEC 16,Writing and Communication,TR 11:00AM-12:50PM,Huda Imtiaz,16W,4.0
SS 100 LEC 17,Writing and Communication,MW 4:00PM-5:50PM,Furrha Ahsan,16W,4.0
SS 100 LEC 18,Writing and Communication,MW 8:00AM-9:50AM,Uzma Safdar,16W,4.0
SS 100 LEC 19,Writing and Communication,MW 4:00PM-5:50PM,"Muhammad Hashim
Kaleem Bhatti",16W,4.0
SS 100 LEC 20,Writing and Communication,TR 10:00AM-11:50AM,"Syeda Habibah Hussain
Rizvi",16W,4.0
SS 100 LEC 21,Writing and Communication,TR 8:00AM-9:50AM,Hajra Ikram Butt,16W,4.0
SS 100 LEC 22,Writing and Communication,MW 9:30AM-11:20AM,Zainab Sattar,16W,4.0
SS 100 LEC 23,Writing and Communication,TR 12:00PM-1:50PM,Maria Amir,16W,4.0
SS 100 LEC 24,Writing and Communication,TR 12:00PM-1:50PM,Aneeqa Mazhar Wattoo,16W,4.0
SS 100 LEC 25,Writing and Communication,TR 4:00PM-5:50PM,Furrha Ahsan,16W,4.0
SS 100 LEC 26,Writing and Communication,TR 12:30PM-2:20PM,Mahrukh Baig,16W,4.0
SS 101 LEC 1,Islamic Studies,F 4:00PM-5:50PM,TBA,16W,2.0
SS 101 LEC 2,Islamic Studies,R 3:30PM-5:20PM,TBA,16W,2.0
SS 101 LEC 3,Islamic Studies,F 10:00AM-11:50AM,TBA,16W,2.0
SS 101 LEC 4,Islamic Studies,F 2:00PM-3:50PM,TBA,16W,2.0
SS 101 LEC 5,Islamic Studies,T 4:00PM-5:50PM,TBA,16W,2.0
SS 102 LEC 1,Pakistan Studies: Culture and Heritage,F 4:30PM-6:20PM,TBA,16W,2.0
SS 102 LEC 2,Pakistan Studies: Culture and Heritage,M 10:00AM-11:50AM,TBA,16W,2.0
SS 102 LEC 3,Pakistan Studies: Culture and Heritage,M 4:30PM-6:20PM,TBA,16W,2.0
SS 102 LEC 4,Pakistan Studies: Culture and Heritage,F 2:30PM-4:20PM,TBA,16W,2.0
SS 102 LEC 5,Pakistan Studies: Culture and Heritage,R 8:00AM-9:50AM,TBA,16W,2.0
SS 102 LEC 10,Pakistan Studies: Culture and Heritage,R 12:00PM-1:50PM,TBA,16W,2.0
SS 1312 LEC 1,"Fundamentals of Raag and Taal [Vocal
and Flute]",MW 4:00PM-5:50PM,Muhammad Hanif,16W,4.0
SS 187 LEC 1,Applied Statistics for Humanities,MW 12:00PM-1:50PM,Muhammad Saad Imtiaz,16W,4.0
SS 187 LEC 2,Applied Statistics for Humanities,TR 12:00PM-1:50PM,"Muhammad Salaar Arif
Khan",16W,4.0
SS 2203 LEC 1,Digital Approaches to the Humanities,MW 10:00AM-11:50AM,Maira Rehman,16W,4.0
SS 233 LEC 1,Media Writing,TR 8:00AM-9:50AM,Syed Javed Nazir,16W,4.0
SS 3302 LEC 1,Professional Communication Skills,MW 2:00PM-3:50PM,Aamna Khalid,16W,4.0
SSE 101 LEC 1,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 2,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 3,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 4,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 5,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 6,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 7,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 8,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 9,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 10,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 11,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 12,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 13,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 14,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 15,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 16,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 17,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 18,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 19,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 20,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 21,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 22,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 23,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 24,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 25,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 26,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 27,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 28,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 29,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 30,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 31,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 32,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 33,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 34,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 35,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SWR 102 PRT 1,Swimming for Beginners,TR 10:00AM-11:15AM,"Muhammad Haider
Awan",16W,1.0
SWR 102 PRT 4,Swimming for Beginners,TR 12:00PM-1:15PM,Khalida Bashir,16W,1.0
SWR 102 PRT 5,Swimming for Beginners,MW 12:00PM-1:15PM,"Muhammad Haider
Awan",16W,1.0
SWR 102 PRT 6,Swimming for Beginners,MW 4:00PM-5:15PM,Azmat Ullah,16W,1.0
SWR 102 PRT 7,Swimming for Beginners,MW 2:00PM-3:15PM,Nimra Nimra,16W,1.0
SWR 102 PRT 8,Swimming for Beginners,TR 4:00PM-5:15PM,Nimra Nimra,16W,1.0
SWR 103 PRT 1,"Strength Training and Conditioning for
Beginners",MW 10:00AM-11:15AM,"Muhammad Bilal Iqbal
Khan",16W,1.0
SWR 103 PRT 2,"Strength Training and Conditioning for
Beginners",TR 10:00AM-11:15AM,"Muhammad Bilal Iqbal
Khan",16W,1.0
SWR 103 PRT 3,"Strength Training and Conditioning for
Beginners",MW 4:00PM-5:15PM,Muhammad Shakeel,16W,1.0
SWR 103 PRT 4,"Strength Training and Conditioning for
Beginners",TR 4:00PM-5:15PM,Muhammad Shakeel,16W,1.0
SWR 103 PRT 5,"Strength Training and Conditioning for
Beginners",MW 10:00AM-11:15AM,Kanwal Yousaf,16W,1.0
SWR 103 PRT 6,"Strength Training and Conditioning for
Beginners",MW 11:30AM-12:45PM,Aruba Naz,16W,1.0
SWR 103 PRT 7,"Strength Training and Conditioning for
Beginners",MW 4:00PM-5:15PM,Shabana Kausar,16W,1.0
SWR 104 PRT 1,Basketball for Beginners,MW 4:00PM-5:15PM,Mohsin Riaz,16W,1.0
SWR 104 PRT 2,Basketball for Beginners,TR 4:00PM-5:15PM,Mohsin Riaz,16W,1.0
SWR 105 PRT 1,"Walk, Jog and Stretch for Fitness",MW 3:30PM-4:45PM,Babar Asad Khan,16W,1.0
SWR 105 PRT 2,"Walk, Jog and Stretch for Fitness",MW 5:00PM-6:15PM,Babar Asad Khan,16W,1.0
SWR 106 PRT 1,Squash for Beginners Course,MW 4:00PM-5:15PM,Qaisar Sarwar,16W,1.0
SWR 107 PRT 1,"Badminton for Beginner Single and
Doubles",TR 5:00PM-6:15PM,Muhammad Adnan,16W,1.0
SWR 108 PRT 1,Volleyball for Beginners Course,MW 5:00PM-6:15PM,Muhammad Imran,16W,1.0
